Word,Morphs
tche',ti cha'
xaqt,xaq t
xa,x a
juraj,juraj
ombre,ombre
xinta,x in ta'
iin,iin
xen,x en
qakompayr,qa kompayr
rik,rik
xaq,xaq
xokb'ik,x ok b'i k
xjurajch,x jura j ch
jun,jun
re,re
ta',ta'
cha'w,cha' w
jitnon,ji t non
xab'an,x a b'an
aat,aat
tons,tons
tzii,tzii
at'elk,at el ik
tche',ti che'
rxã³qil,r xã³qil
re,re
ji'n,ji'n
oombr,oombr
per,per
ruk',ruk'
re',re
xinb'anin,x in b'an in
per,per
lori,lori
saber,saber
neen,neen
tintaw,t in taw
saber,saber
neen,neen
tinb'an,ti in b'an
xinsek'sajich',x in sek' saj i ch'
tcha',t cha'
re,re
rxã³qil,r xã³qil
xatsek'saji'n,x at sek' saj i'n
per,per
maa,maa
tz'eta',tz'et a'
xik'aay,xik'aay
ni,ni
asiyar,asiyar
ta'n,ta'n
no,no
ke,ke
kometz,kometz
xkojsaj,x koj sãj
chuwe,ch uw e
saber,saber
neen,neen
moo,moo
tinb'an,t in b'an
tcha',t cha'
re,re
rxã³qil,r xã³qil
a',a'
aayyoos,aayyoos
xen,x en
moorad,moorad
laq,laq
ra',ra'
chelaq,che laq
rij,r ij
juntir,juntir
cha',cha'
baay,baay
usil,usil
rka',rka'
xuker,xuk er
re,re
chaq,chaq
lomism,lomism
b'ane',b'ane'
xukertqa'n,xuk er tq a'n
pech,pech
rxã³qil,r xã³qil
cha',cha'
xkoja',x koj a'
rinsiyensy,r insiyensy
jpoomaq,j poom aq
xkuxtaqa',x kuxtaq a'
diyoos,diyoos
chub',chib'
loq'laj,loq'laj
mer,mer
kortil,kortil
i,i
rila'tqa',r il a' tq a'
chi,chi
puwaq,pwaq
wi',wi'
xilj,xã­lij
man,man
kuxtar,kuxtar
li,li
b'aay,b'aay
ne',ne'
xtij,x tij
chi,chi
na,na
jun,jun
xtij,x tij
chi,chi
na,na
jun,jun
kitz,kitz
utz'il,utz il
cha',cha'
b'aay,b'aay
usil,usiil
usil,usiil
usil,usiil
usil,usiil
xe',xe'
jun,jun
q'iij,q'iij
xe',xe'
kib',kib'
q'iij,q'iij
xe',xe'
uxub',uxib'
q'iij,q'iij
xe',xe'
jun,jun
xuman,xuman
xe',xe'
kib',kib'
xuman,xuman
cha',cha'
xe',xe'
jun,jun
tres,tres
kwatro,kwatro
mes,mes
cha',cha'
b'aay,b'aay
usil,usil
cha',cha'
rka',rka'
yaa,yaa
xnik'jer,x nikjer
seys,seys
mes,mes
cha',cha'
b'aay,b'aay
usil,usil
ya,ya
trik'aj,t r ik'a j
tpe,t pet
jyaj,j yaaj
cha',cha'
ya,ya
ta',ta'
chiki',chik i'
tijta',ti j ta'
neen,neen
tren,t r en
cha',cha'
usil,usiil
xpe,x pe
rij,r i'j
rqan,r qan
xpe,x pe
rij,r ij
chi',chi'
i,i
xpe,x pe
jchi',j chi'
i,i
xpe,x pe
rij,r i'j
rqan,naj
usil,usil
sola'tin,sol atin
rij,r ij
juntir,juntiir
cha',cha'
tons,tons
xpe,x pet
jchi',j chi'
xpe,x pe
rij,r ij
rqan,naj
usil,usil
xkamk,x kam k
cha',cha'
baay,baay
rka',rka'
kompa,kompa
komayr,komayr
rik,rik
re,re
xkan,x kan
eli',el i'
ri',ri'
chaq,chaq
re,re
xk'is,x k'is
ranm,r anm
chub',chib'
rka',rka'
puwaq,puwaq
li,li
lokes,lokes
kompayr,kompayr
rik,rik
xkamin,x kam in
xqata,x qa ta
jtakil,j tak il
oj,oj
puwes,puwes
ã³jor,ã³jor
taq,taq
tzij,tzij
jnon,jnon
li,li
xen,x en
chuuch,chuuch
qajw,qa ajw
jun,jun
komayr,komayr
rik,rik
jun,jun
kompayr,kompayr
rik,rik
rka',rka'
kompayr,kompayr
rik,rik
ta',ta'
tijkuxtaj,ti j kuxta j
taq,taq
diyoos,diyoos
ta',ta'
tijto',ti j to'
biyeen,biyeen
jmosaq,j mos aq
ta',ta'
t'el,t' el
ranm,r anm
re,re
jmosaq,j moos aq
tons,tons
jnon,jilon
li,li
jun,jun
istory,intory
xkank,x kan ik
per,per
wi',wi
qamaam,qa maam
qatit',qa tiit'
ã³jor,ã³jor
qa,qa
wi',wi'
tijkoj,ti j koj
taq,taq
wi',wi'
mkita',m kita'
tijkoj,ti j koj
taq,taq
wi',wi'
kistyan,kistyan
t'el,t el
ranm,r anm
re,re
jmosaq,j mos aq
i,i
wi',wi'
kistyan,kirtyan
ta',ta'
t'el,t el
ranm,r anm
re,re
mosaq,mos aq
per,per
es,es
una,una
istorya,istorya
ri',ri'
li,li
xink'is,x in k'is
tink'is,t in k'is
jyolik,j yol ik
lori,lori
rka',rka'
listory,listory
may,may
loke,loke
xqacholch,x qa chol ch
porke,porke
niri,niri
ta',ta'
qawsilyatura,q awsilyatura
chipaaja',chipaaja'
ra,ra
kaseriy,kaseriy
qe,qe
i,i
mas,mas
petzel,petz el
koj,koj
rka',rka'
b'a,b'a
q'anchelaaj,q'an che laj
ooj,ooj
cha',cha'
re,re
re,re
pinaal,pinaal
kila'ili,kila' i li'
wi',wi'
raal,raal
aldeya,aldeya
kla',kla'
tb'iqane',ti b'i qa ne'
qaxumaan,qa xumaan
re,re
re,re
ch'imiyaal,ch'imiy aal
ji'n,jii'n
re,re
ch'imiyaal,ch'imiy aal
kla',kla'
kila',kla'
t'iqane',t' i q an e'
qaxumaan,qa xuman
xensaj,x en sáj
b'i,b'i
ra,ra
qaaw,qa aw
xqama',x qa ma'
b'i,b'i
ra,ra
qaq'u',qa q'u'
kila',kla'
oojwer,ooj wer
oojweri',ooj wer i'
dyunabes,dyunabes
li,li
usilyatura,usilyatura
i,i
i,i
kla',kla'
wi',wi'
ya,ya
kla',kla'
wi',wi'
ra,ra
q'atziij,q'a tziij
i,i
nim,nim
ra,ra
b'atz'aq,b'a tz'aq
i,i
kla',kla'
tqanuch,t qa nuch
qaq'aaq',qa q'aaq'
kila',kla'
tqamiq',t qa miq'
qaaw,qa aw
kla',kla'
xumaan,xuman
t'iqane',t'i q an e'
yaltir,yaltir
per,per
nijun,ni jun
sentaw,sentaw
tqach'ek,t qa ch'ek
ri',ri'
li,li
xqab'an,x qa b'an
sufrir,sufrir
ooj,ooj
ójor,ójor
pinaal,pinaal
tb'i,t b'i
qane',qa ne'
jun,jun
xumaan,xumaan
baay,baay
ausilaa,ausilaa
ya,ya
wi',wi'
regidor,regidor
numrad,numrad
re,re
regidor,regidor
rechaq,rechaq
tb'i,t b'i
wer,wer
chi,chi
rchochaq,r chooch aq
xaq,xaq
láq'aj,láq'aj
kom,kom
ri'tqa',ri' tq a'
ri'tqa',ri' tq a'
rigidor,rigidor
inkambiy,inkambiy
qe,qe
ooj,ooj
ooj,ooj
ooj,ooj
tra,tra
mayor,mayor
i,i
wi',wi'
neen,neen
nab'e,nab'e
mayor,mayor
chqe,ch qe
wi',wi'
ra,ra
ra,ra
ra,ra
miyor,miyor
qe,qe
non,non
rii,rii
ooj,ooj
kijab',kijab'
baay,baay
kla',kla'
oojwa'x,ooj wa'x
enter,enter
xuman,xuman
chi,chi
jchejejk,j chajá j k
q'atzij,q'atzij
k'is,k'is
wi',wi'
ajch'o'j,aj ch'o'j
wi',wi'
neen,neen
tb'ank,t b'an k
juntir,juntiir
i,i
rij,ri j
ri',ri'
ra,ra
qachaak,qa chaak
ooj,ooj
tqachejej,t qa cheje j
kla',kla'
baay,baa
usil,usil
xyu',x yu'
jno'j,j no'j
ajchipaaj,aj chipaaj
ril,r il
taq,taq
niri,niri
xqab'it,x qa b'it
qiib',q iib'
qatij,qa tij
jb'itik,j b'it ik
ra,ra
chótix,chótx
xoj,x oj
ook,ook
b'itik,b'it ik
ra,ra
chótix,chótx
antos,antos
lajori,lajori
ya,ya
tb'it,t b'it
ra,ra
chótix,chótx
cha',cha'
chki',chk i'
mosib',mos ib'
e,e
xen,x en
taq,taq
pensar,pensar
mojor,mejor
tqab'an,t qa b'an
jun,jun
awsiliatura,awsiliatura
cha',cha'
taq,taq
xaq,xaq
entons,entons
jinon,jilon
li,li
qapetik,qa pet ik
xoojelch,x ooj el ch
pinaal,pinaal
i,i
xoojelch,x ooj el ch
pinaal,pinaal
xuqane',x uq an e'
ra,ra
usilyatur,usilyatur
chik,chik
niri,niri
ra,ra
k'im,k'im
qe,qe
ta',ta'
raj,ra
chólaajil,chólaaj il
per,per
usil,usiil
xqa'an,x qa 'an
chik,chik
xojelch,x ooj el ch
kla',kla'
xqab'an,x qa b'an
ra,ra
niri,niri
ra,ra
usilyatur,usilyatur
re,re
chipaaja',chipaaja'
enfin,en fin
xkanqane',x kan qa ne'
bandonar,bandonar
pinaal,pinaal
xpee,x pee
alkad,alkad
laq,laq
tilmit,tinmit
xoj,x oj
ren,r en
oktorisar,oktorisar
chi,chi
tqa'n,t q a'n
ra,ra
q'atzij,q'atzij
i,i
ooj,ooj
xoj,x oj
petik,pet ik
tqatok,t qa tok
i,i
neen,neen
b'anik,b'an ik
xqab'an,x qa b'an
ra,ra
prediy,prediy
wi',wi'
wi',wi'
wi',wi'
li,li
lo,lo
kom,kom
ta',ta'
tzii,tzii
lojori,lojori
porke,porke
lamas,lamas
ra,ra
prediy,prediy
rechi',r ech i'
eskwel,eskwel
eseelk,ese el ik
i,i
xi',xi'
qatitz'e',qa titz' e'
ra,ra
q'atzij,q'atzij
kla',kla'
xen,x en
koom,koom
aldeya,aldeya
tb'enow,t b'en ow
mandar,mandar
tqakoj,t qa koj
ra,ra
q'atzij,q'atzij
kla',kla'
per,per
yaq,yaq
frofesor,frofesor
lq'ori,lq'ori
ta',ta'
diyakwerd,diyakwerd
taq,taq
wi',wi'
ra,ra
q'a,q'a
wi',wi'
q'atzij,q'atzij
xilj,xílj
porke,porke
rechi',r ech i'
eskwel,eskwel
cha',cha'
taq,taq
toos,too
wi',wi'
jun,jun
ra,ra
jun,jun
ra,ra
ch'o'j,ch'o'j
jb'anik,j b'an ik
problem,problem
toos,toos
kla',kla'
li,li
jpetik,j pet ik
li,li
xqa'an,x qa 'an
ra,ra
q'atzij,q'atzij
usil,usil
xpe,x pe
q'atzij,q'atzij
e,e
xqatz'onaj,x qa tz'ona j
ral,ral
ayud,ayud
laq,laq
tilmit,tilmit
li,li
munisipalida,munisipalida
fiin,fiin
sipaj,sipa j
taq,taq
ni'j,ni'j
tra,tra
lamin,lamin
chi,chi
qe,qe
aruk're',aruk' re'
xqab'it,x qa b'it
tra,tra
lamnx,lamnx
xb'itk,x b'it ik
xqa'an,x qa 'an
numrar,numrar
xoj,x oj
ren,r en
numrar,numrar
wi',wi'
tra,tra
xqab'an,x qa b'an
ra,ra
q'atzij,q'atzij
ri',ri'
chaq,chaq
xqakoj,x q koj
ra,ra
q'ojoom,q'ojoom
re,re
aañ,aañ
nwebo,nwebo
i,i
kom,kom
qe,qe
ooj,ooj
wi',wi'
ra,ra
qaq'ojoom,qa q'ojoom
xqa,x qa
xqa,x qa
mol,mol
rij,r ij
ra,ra
qaq'ojoom,qa q'ojoom
niri,niri
mas,mas
ooj,ooj
trist,trist
niri,niri
tos,tos
xi'j,x i'j
jun,jun
wunaq,wunaq
chwe,ch we
rika',rika'
k'etzen,k'etzen
wunaq,wunaq
e,e
tiix,tiix
tiw,tiw
jb'ij,j b'ij
kom,kom
retamaqi',r etam aq i'
chi,chi
iin,iin
iinq'ojomani'n,iin q'ojoma n i'n
rk'i,r k'i
wikaan,w ikaan
ójor,ójor
xuq,x uq
uk'il,uk'iil
boos,boos
toor,toor
cha',cha'
chwe,ch we
qaloq'e',qa loq' e'
jun,jun
qaq'ojoom,qa q'ojoom
oom,oom
cha',cha'
chwe,ch we
tawen,tawen
incha',in cha'
incha'i,in cha' i
a,a
saber,saber
li,li
ta',ta'
chki',chk i'
inkwin,in kwin
li,li
a',a'
atq'ojomani'n,at q'ojoma n i'n
tawetamaaj,t a w etama aj
na,na
qatijoj,qa tijo j
qiib',q iib'
cha',cha'
chwe,ch we
si,si
oom,oom
mas,mas
mas,mas
lastima,lastima
chótix,chótix
niri,niri
i,i
lasm,lasm
ra,ra
tqa,taq
tqa,taq
ra,ra
qaldeya,qa ldeya
qaloq'e',qa loq' e'
jun,jun
ra,ra
qe,q e
oom,oom
enkesy,enkesy
jun,jun
ra,ra
jalman,jalman
q'ojoom,q'ojoom
tqaloq',t qa loq'
i,i
tqa'an,t qa 'an
qe,qe
qe,qe
tqa'an,t qa 'an
ta',ta'
rejwex,rejwex
ooj,ooj
b'e,b'e
laq,laq
tokaa,tokaa
ra,ra
qe,qe
qe,qe
re,re
aldeya,aldeya
mas,mas
ooj,ooj
triste,triste
mas,mas
kojb'isonik,k oj b'is on ik
dyunabes,dyunabes
chin,chin
kyekow,k yek ow
awaldeya),aw aldeya
tcha',t cha'
re,re
i,i
qawinaqi'n,qa winaaq i'n
li,li
k'iche',k'iche'
tiyolow,ti yolow
tawen,tawen
incha',in cha'
iin,iin
re,re
toos,toos
tawen,tawen
si,si
tqab'an,t qa b'an
ra,ra
qaq'ojoom,qa q'ojoom
entons,entons
i,i
aañ,aañ
nweb,nweb
e,e
toos,toos
ya,ya
xojkwin,x oj win
chij,chi j
loq'ik,loq' ik
ra,ra
qaq'ojoom,qa q'ojoom
qatijooj,qa tijoo j
wi',wi'
chaq,chaq
ra,ra
q'atzij,q'atzij
toos,toos
ooj,ooj
chaq,chaq
q'ojomaank,q'ojoma n ik
jujun,ju jun
aq'ab',aq'ab'
rk'ilaq,r k'il aq
tya'tqa',t ya' t q a'
ra,ra
qakumb'al,qa k'um b'al
tijya'tqa',ti j ya' tq a'
ra,ra
qaaw,qa aw
tijya'tqa',ti j ya' tq a'
juntir,juntiir
xaq,xaq
li,li
tqach'ek,t qa ch'ek
per,per
kom,kom
qe,qe
ooj,ooj
na,na
ri',ri'
chqaj,ch q aj
tqa'an,t qa 'an
na,na
alegrar,alegrar
qaldeya,qa ldeya
tiniman,ti nim an
qaldeya,q aldeya
juntir,juntiir
t'oki',t' ok i'
ra,ra
q'ojoom,q'ojoom
baay,baay
enteer,enteer
aq'aab',aq'aab'
baa,baa
xojoj,xojoj
titaw,ti taw
aldeya,aldeya
titaw,ti taw
juntir,juntiir
kristyan,kristyan
taaw,taaw
anm,anim
taaw,taaw
juntir,juntir
a',a'
jun,jun
nim,nim
q'iij,q'iij
tqab'an,t qa b'an
laq'ab',l aq'ab'
re,re
ra,ra
aldeya,aldeya
i,i
xmiq',x miq'
ra,ra
aldeya,aldeya
per,per
jwi'l,j wi'l
qaq'ojoom,qa q'ojoom
kom,kom
kom,kom
ta',ta'
tqab'an,t qa b'an
kobrar,kobrar
juntir,juntiir
kristyan,kristyan
titawk,ti taw k
i,i
ji',ji'
qe,qe
nonli,jilon li'
xqab'it,x qa b'it
ra,ra
q'at,q'at
ra,ra
aldeya,aldeya
niri,niri
baay,baay
usil,usil
usil,usil
xb'it,x b'it
ra,ra
kwand,kwand
xqab'an,x qa b'an
chótix,chótx
re,re
pur,pur
xaan,xaan
i,i
xpee,x pee
tzik',tzik'
k'tzan,k'tzan
frofesor,frofesor
markotul,markotul
wi',wi'
niri,niri
xen,x en
xen,x en
trabajar,trabajar
tb'ensaj,t b'en saj
tye'saj,t ye' sáj
ayud,ayud
re,re
ji'nonli,ji'n on li
xb'it,x b'it
tra,tra
jun,jun
ra,ra
eskwel,eskwel
ral,ral
ab'aj,ab'aj
nik',nik'
xb'it,x b'it
pech,pech
chótix,chótix
ji'n,ji'n
nik',nik'
xb'it,x b'it
pech,pech
chótix,chótix
entose,entos
ojchakun,oj chaak un
re,re
chótix,chótix
ojchaakun,oj chaak un
re,re
eskwela,eskwel
i,i
tra,tra
mosib',mos ib'
usil,usil
nik',nik'
xb'it,x b'it
eskwel,eskwel
pech,pech
chótix,chótix
entonse,entonse
jinon,jilon
li,li
jb'itik,j b'it ik
li,li
qaldeya,q aldeya
xqa'an,x qa 'an
ji'n,ji'n
entons,entons
kwand,kwand
xentaaj,x en taaj
eskwela,eskwela
xentaaj,x en taaj
chótix,chótix
xooj,x ooj
q'ojomaani'n,q'ojoma n i'n
xqakoj,x qa koj
q'ojoom,q'ojoom
chi',chi'
chótix,chótix
i,i
xentaaj,x en taaj
eskwel,eskwel
xqak'ul,x qa k'ul
jq'iij,j q'iij
i,i
kontoo,kontoo
frofesor,frofesor
xuqi',x uq i'n
alkald,alkald
ri',ri'
li,li
kwand,kwand
xentaaj,x en taaj
ra,ra
eskwel,eskwel
xentaaj,x en taaj
ra,ra
q'atzij,q'atzij
tambyeen,tambyeen
xqab'an,x qa b'an
ra,ra
q'atzij,q'atzij
ch'usil,ch' usil
jnon,jilon
li,li
xqab'it,x qa b'it
ooj,ooj
ojq'ojoománik,oj q'ojooma n ik
e,e
ri',ri'
la',la'
re',re
kwando,kwando
xwa'x,x wa'x
xqa'an,x qa 'an
gnar,gnar
xok,x ok
re',re'
matey,matey
aj,aj
albre,albre
re,re
alkalde,alkalde
entons,entons
taw,taw
taq,taq
nejb'anik,ne j b'an ik
aq'ojoomaq,a q'ojoom aq
nejb'anik,ne j b'an ik
tab'an,t a b'an
taq,taq
tche',t cha'
re,re
usiliya,usiliya
taw,taw
usiliyar,usiliyar
taw,taw
yaq,yaq
usiliyar,usiliyar
laj,laj
despach,despach
pwes,pwes
neen,neen
taj,ta j
ooj,ooj
tqakoja',t qa koj a'
q'ojoom,q'ojoom
aber,aber
si,si
ooj,ooj
ab'an,a b'an
oktorisar,oktorisar
koj,koj
taq,taq
a,a
si,si
kostumbri'n,kostumbr i'n
cha',cha'
alkald,alkald
li,li
ri',ri'
re',re'
don,don
matey,matey
pero,pero
iin,iin
tirna',ti r na'
taqa',taq a'
kobrar,kobrar
cha',cha'
noo,noo
cha',cha'
antons,antons
tzij,tzij
don,don
matey,matey
ya,ya
kom,kom
ta',ta'
tren,t r en
taq,taq
kobrar,kobrar
rechaq,rechaq
raldeya,r aldeya
tijb'itaq,ti j b'it aq
loke,loke
tren,t r en
taq,taq
entons,entons
xiij,x iij
don,don
matey,maty
pwes,pwes
e,e
ta'an,t a b'an
taq,taq
toq'ob',toq'ob'
ataq,a taq
tak'amwaj,t a k'amo w aj
taq,taq
ta'an,t a b'an
taq,taq
agradeser,agradeser
tab'an,t a b'an
taq,taq
jun,jun
wen,wen
almwers,almwers
jun,jun
wen,wen
seen,seen
re,re
jun,jun
ra,ra
esb',es b'
raj,ra
tewaq,tew aq
kones,kones
kikotemal,kikotema l
che'ch',che' ch
don,don
matey,matey
rechaq,rechaq
yaq,yaq
awsiliyar,awsilyar
i,i
yaq,yaq
awsiliyar,awsilyar
ri',ri'
tra,tra
jujun,ju jun
mosib',mos ib'
i,i
wi',wi'
naturaal,naturaal
koj,koj
taq,taq
retal,r etal
tons,tons
jnon,jilon
li,li
tren,t r en
taq,taq
chi,chi
qe,qe
ojloq'aj,oj loq'a j
taq,taq
tya'tqa',t ya' tq a'
qatrag,qa trag
laq'ab',laq'ab'
i,i
tijya'tqa',ti j ya' tq a'
jun,jun
ra,ra
jun,jun
ra,ra
qakafee,qa kafee
pech,pech
pan,pan
si,si
noo,noo
xna'tqa',x na' tq a'
tamal,taml
xna'tqa',x na' tq a'
ale,ale
i,i
alegri'n,alegre i'n
i,i
baa,baa
lajori,lajori
muk're',muk' re'
ajtren,aj t r en
taq,taq
o,o
ta',ta'
chki'n,chk i'n
kom,kom
qe,qe
ooj,ooj
lojori,lojori
jnon,jnon
li,li
xqab'it,x qa b'it
qaldeya,q aldeya
i,i
usil,usil
ya,ya
lojori,lojori
ya,ya
xmiq'i'n,x miq' i'n
i,i
juntir,juntiir
ya,ya
tikwin,ti kwin
tijkoj,ti j koj
taq,taq
q'ojoom,q'ojoom
per,per
ya,ya
lojori,lojori
ke,ke
ooj,ooj
loke,loke
qe,qe
ooj,ooj
chik,chik
xoj,x oj
xkam,x kam
k'etzen,ka'etzen
wunaq,wunaq
i,i
xkaani',x kaan i'n
inq'ojoom,in q'ojoom
iin,iin
li,li
chwe,ch we
tons,tons
xqasipaj,x qa sipa j
na,na
kib',kib'
uxub',uxib'
tiyemp,tiyemp
chik,chik
oor,oor
kwand,kwand
xkam,x kam
k'etzen,k'etzen
wunaq,wunaq
tiix,tiix
tiw,tiw
entonse,entoons
xinkan,x in kan
iin,iin
tobiy,tob'iy
xqab'anaa,x qa b'an aa
per,per
ya,ya
despwes,despwes
e,e
i,i
kistyan,kistyan
ya,ya
wi',wi'
chaq,chaq
jpwaqaq,j pwaq aq
juntir,juntiir
i,i
ooj,ooj
tqana',t qa na'
gaast,gaast
re,re
ra,ra
q'ojoom,q'ojoom
tqaloq'a'n,t qa loq' a'n
teel,teel
tqaloq'a'n,t qa loq' a'n
juntir,juntir
e,e
tren,t r en
k'ex,k'ex
jun,jun
q'ojoom,q'ojoom
tambyeen,tambyeen
la',la'
tqesajw,t q e sáj w
i,i
kwand,kwand
tqak'is,t qa k'is
na,na
jun,jun
q'iij,q'iij
laj,laj
kab',kab'
q'iij,q'iij
tqarayaaj,t qa ray aaj
jun,jun
raqaa,ra qaa
qaaw,qa aw
tqarayaaj,t qa ray aaj
jun,jun
ra,ra
qlen,qlen
i,i
ta'n,ta'n
tons,tons
xqab'an,x qa b'an
pensar,pensar
nechaa,ne chaa
ooj,ooj
q'ojomaani'n,q'ojoma an i'n
per,per
oojatoj,ooj a toj
sikyer,sikeer
pajni'j,pajni'j
ya,ya
xqasipaji',x qa sipa j i'
mas,mas
e,e
ooj,ooj
che',che'
rechaq,rechaq
yaq,yaq
regidor,regido
baa,baa
lajori,lajori
yaq,yaq
regidor,regidor
tichaq,ti chaq
toj,toj
taq,taq
k'itjaa',k'itij a'
per,per
ya,ya
xqana',x qa na'
ra,ra
ya,ya
xi',xi'
mas,mas
de,de
beyntisink,beyntisink
aañ,año
o,o
beyte,beyte
aañ,año
tqana'tqa',t qa na' tq a'
serbir,serbir
xqab'ita',x qa b'it a'
qaldeya,q aldeya
entons,entons
ya,ya
lojori,lojori
kita',kita'
chki',chk i'
ooj,ooj
q'ojománik,q'ojoma n ik
per,per
paresk,paresk
tzii,tzii
ooj,ooj
q'ojomank,q'ojoma n ik
kins,kins
sektimbr,sektimbr
regalad,regalad
k'omon,k'omon
rechaq,rechaq
yaq,yaq
pofesor,pofesor
juntir,juntir
diy,diy
las,las
madr,madr
ooj,ooj
b'i,b'i
q'ojoman,q'ojoma n
kib',kib'
uxub',uxib'
oor,oor
e,e
tambyeen,tambyeen
ta',ta'
tqab'an,t qa b'an
kobrar,kobrar
kwand,kwand
xwa'x,x wa'x
don,don
karm,karm
niri,niri
kanis,kanis
cha',cha'
taq,taq
re,re
re,re
profesor,profesor
ooj,ooj
retamaqi',r etama q i'
niri,niri
taan,taan
alegre,alegre
re',re
ooj,ooj
yu',yu'
inyuq,in yu'
jch'ab'ej,j ch'ab'e j
taq,taq
i,i
kom,kom
iin,iin
xinkan,x in kan
enteresaa,enteresaa
re,re
ra,ra
q'ojoom,q'ojoom
i,i
alegre,alegre
tqab'it,t qa b'it
qe,qe
jinon,jilon
li,li
xqab'it,x qa b'it
qaldeya,q aldeya
entons,entons
lojori,lojori
ooj,ooj
chaq,chaq
toj,toj
taq,taq
k'ítaja',k'itaja'
kwand,kwand
rajaq,r aj aq
yaq,yaq
ausiliyar,ausiliyar
i,i
ta',ta'
rajaq,r aj aq
lojori,lojori
jalan,jalan
chaq,chaq
aq'ojoom,a q'ojoom
tijme',ti j me'
taq,taq
tijme',ti j me'
taqch,taq ch
ajsanantoñ,aj san antoñ
wi',wi'
bes,bes
pkom,p kom
ya,ya
qe,qe
ooj,ooj
ya,ya
xqab'ita'n,x qa b'it a'n
ya,ya
xkan,x kan
qak'ute',qa k'ut e'
chuchaq,ch uch aq
wetren,we t r en
taq,taq
seguir,seguir
taweno,tawen
i,i
mikita'n,mi kita'n
wetijchup,we ti j chup
taq,taq
ri',ri'
chaq,chaq
rechaq,rechaq
ti'lu,ti' lu
taq,taq
per,per
qe,qe
ooj,ooj
xqana',x qa na'
luchar,luchar
jb'itik,j b'it ik
ri',ri'
li,li
xqa'an,x qa 'an
ooj,ooj
xqab'it,x qa b'it
qaldeya,q aldeya
ooj,ooj
q'ojomanik,q'ojoma n ik
i,i
xqab'ita'n,x qa b'it a'n
kwand,kwand
xoj,x oj
mit,mit
ril,r il
taq,taq
yaq,yaq
profesor,profesor
noo,noo
li,li
xojq'ojomani'n,x oj q'ojoma n i'n
juntir,juntiir
xqab'it,x qa b'it
qaldeya,q aldeya
li,li
usil,usil
usil,usil
xok,x ok
xniman,x nim an
nim,nim
q'iij,q'iij
niri,niri
entons,entons
oojtataq,ooj ta taq
yaq,yaq
mosib',mos ib'
chi,chi
oojkwin,ooj kwin
re,re
q'ojomank,q'ojoma n k
k'etzen,k'etzen
profesor,profesor
oojkwini',ooj kwin i'
re,re
q'ojoman,q'ojoma n
entonse,entonse
xen,x en
taq,taq
pormar,pormar
chik,chik
tqab'an,t qa b'an
nim,nim
q'iij,q'iij
niri,niri
tons,tons
loke,loke
tren,t r en
konbenir,konbenir
tqesaaj,t qe saaj
konbit,konbit
cha',cha'
taq,taq
xen,x en
taq,taq
xen,x en
taq,taq
areglar,areglar
resaaj,r e saaj
kombite,kombite
usil,usil
xel,x el
konbit,konbit
niri,niri
i,i
ooj,ooj
oojb'enow,oj b'en ow
ensayar,ensayar
rechaq,rechaq
ta',ta'
chki',chk i'
la',la'
tijtoke',ti j tok e'
taq,taq
q'ojoom,q'ojoom
no,no
ke,ke
nirit,nirit
mism,mism
i,i
kom,kom
xinb'an,x in b'an
ra,ra
uch,uch
xin,x in
kwin,kwin
chij,chi j
b'itik,b'it ik
uchoch,uchoch
uchoch,uchoch
li,li
wi',wi'
jakili,jaki li
nim,nim
jpaam,j paam
tpee,t pee
profesor,profesor
kaarm,kaarm
i,i
k'etzen,k'etzen
taq,taq
profesor,profesor
yuqte',yuq te'
taq,taq
jaa,jaa
chwe,ch we
kla',kla'
kom,kom
ta',ta'
eskwela,eskwela
ta',ta'
salon,salon
la,la
jaa,jaa
uk'il,uk'il
tren,t r en
taq,taq
ensay,ensay
niri,niri
xna',x na'
komo,komo
kijab',kijab'
joob',joob'
welt,welt
ensay,ensay
niri,niri
niri,niri
t'el,t el
b'i,b'i
kombit,kombit
ooj,ooj
ojq'ojoman,oj q'ojoma n
chi,chi
rijaq,r ij aq
i,i
ooj,ooj
q'ojoman,q'ojoma n
chi,chi
rijaq,r ij aq
por,por
kom,kom
ta',ta'
ra,ra
qapwaq,qa pwaq
ta',ta'
len,len
ojt'owk,oj t'o w ik
e,e
dose,dose
ketzal,ketzal
tqab'an,t qa b'an
konto,konto
ensay,ensay
re,re
ju'nj,ju'n j
enter,enter
ojq'ojoman,oj q'ojoma n
per,per
ojkwin,oj kwin
ojq'ojoman,oj q'ojoma n
o',o'
tpeti,t pet i'
kristyan,kristyan
chi,chi
rilik,r il ik
ooj,ooj
ojq'ojoman,oj q'ojoma n
sik',sik'
qaq'ojoom,qa q'ojoom
ri,ri
byen,byen
xoj,x oj
b'ita'n,b'it a'n
baay,baay
kom,kom
ya,ya
tchaq,t chaq
ren,r en
ayudar,ayudar
ya,ya
q'ori,q'ori
xna',x na'
kambyar,kambyar
ya,ya
mojor,mejor
tqatok,t qa tok
q'ojoom,q'ojoom
naaj,naaj
cha',cha'
taq,taq
usil,usil
xijme',x i j m e'
taq,taq
yaq,yaq
ajlaq,aj laq
tilmit,tinmit
usil,usil
ya,ya
mojor,mejor
ya,ya
noo,noo
ta',ta'
chki',chk i'
tqa'an,t qa 'an
taq,taq
moles,moles
niri,niri
tqatok,t qa tok
chik,chik
tqa'an,t qa 'an
deferensiyar,deferensiyar
cha',cha'
chik,chik
